id;brand;model;first_reg;fuel;mileage_km;seller_type;swift;price;power_hp
12117;mercedes-benz;gla 220;07-2020;d;46496;d;Automatic;43900;190
12118;mercedes-benz;gle 300;07-2020;d;60000;d;Automatic;63999;245
12119;mercedes-benz;glc 220;09-2020;d;18000;d;Automatic;50950;194
12120;mercedes-benz;glc 220;10-2020;d;29000;d;Automatic;50950;194
12121;mercedes-benz;glb 200;06-2020;d;82755;d;Automatic;35900;150
12122;mercedes-benz;glc 200;01-2020;d;114884;d;Automatic;42700;163
12123;mercedes-benz;gla 180;07-2020;b;45000;d;Automatic;29890;122
12124;mercedes-benz;gle 300;01-2020;d;112200;d;Automatic;60500;245
12125;mercedes-benz;glb 200;07-2020;d;47715;d;Automatic;39900;150
12126;mercedes-benz;gle 300;11-2020;d;65000;p;Manual;64500;245
12127;mercedes-benz;gla 200;10-2020;d;91168;d;Automatic;35600;150
12128;mercedes-benz;glc 200;01-2020;b;65000;d;Automatic;50750;197
12129;mercedes-benz;glc 200;01-2020;2;65000;d;Automatic;50750;197
12130;mercedes-benz;glc 300;11-2020;3;37174;d;Automatic;61900;306
12131;mercedes-benz;glc 220;07-2020;d;15500;d;Automatic;55900;194
12132;mercedes-benz;glc 300;02-2020;d;67404;d;Automatic;46900;245
12133;mercedes-benz;gla 250;11-2020;2;26419;d;Automatic;44900;160
12134;mercedes-benz;glc 220;01-2020;d;34730;d;Automatic;54700;193
12135;mercedes-benz;eqc 400;12-2020;e;11554;d;Automatic;52900;197
12136;mercedes-benz;gle 350;08-2020;d;27592;d;Automatic;77900;272
12137;mercedes-benz;glc 350;03-2020;d;92432;d;Automatic;55400;329
12138;mercedes-benz;gla 200;07-2020;d;98000;p;Automatic;38000;150
12139;mercedes-benz;glc 220;10-2020;d;16000;d;Automatic;54890;194
12140;mercedes-benz;glb 200;07-2020;b;31100;p;Automatic;40500;163
12141;mercedes-benz;glc 350;01-2020;d;28625;d;Automatic;60900;330
12142;mercedes-benz;gla 250;11-2020;b;27000;p;Automatic;43000;224
12143;mercedes-benz;gla 250;10-2020;2;47000;p;Manual;45500;160
12144;mercedes-benz;c 300;12-2020;3;20000;d;Automatic;42500;194
12145;mercedes-benz;e 200;10-2020;d;45600;p;Automatic;35900;160
12146;mercedes-benz;cla 200;02-2020;d;52900;p;Manual;36590;150
12147;mercedes-benz;c 220;05-2020;d;43500;p;Manual;37500;194
12148;mercedes-benz;cla 200;11-2020;b;19950;d;Automatic;39900;163
12149;mercedes-benz;cla 180;06-2020;b;45000;p;Automatic;39000;136
12150;mercedes-benz;cla 200;08-2020;d;79725;d;Automatic;36400;150
12151;mercedes-benz;c 220;10-2020;d;16900;d;Automatic;43990; 19
12152;mercedes-benz;cla 200;09-2020;d;43000;p;Manual;38900;150
12153;mercedes-benz;e 220;02-2020;d;47097;d;Automatic;44800;194
12154;mercedes-benz;c 220;02-2020;d;94000;p;Manual;29900;194
12155;mercedes-benz;e 200;10-2020;d;36500;p;Manual;35900;160
12156;mercedes-benz;c 220;12-2020;d;5500;d;Automatic;39900;194
12157;mercedes-benz;cla 200;07-2020;d;42300;d;Automatic;34900;150
12158;mercedes-benz;cla 35 amg;06-2020;b;16000;p;Automatic;55000;306
12159;mercedes-benz;cla 200;09-2020;d;35000;p;Automatic;35000;150
12160;mercedes-benz;e 220;02-2020;d;129900;d;Automatic;39900;194
12161;mercedes-benz;e 220;09-2020;d;164000;d;Automatic;31900;194
12162;mercedes-benz;cla 200;09-2020;d;54632;p;Automatic;36000;150
12163;mercedes-benz;cla 200;01-2020;d;65000;p;Manual;37500;150
12164;mercedes-benz;cla 200;08-2020;d;63092;d;Automatic;35900;150
12165;mercedes-benz;cla 200;08-2020;d;63092;d;Automatic;35900;150
12166;mercedes-benz;cla 180;02-2020;d;31875;d;Automatic;34090;116
12167;mercedes-benz;cla 200;08-2020;d;84000;p;Manual;37500;150
12168;mercedes-benz;cla 180;05-2020;b;39226;p;Automatic;29990;136
12169;mercedes-benz;cla 180;02-2020;d;40000;d;Automatic;39500;116
12170;mercedes-benz;e 300;08-2020;3;91500;d;Automatic;45000;306
12171;mercedes-benz;cla 35 amg;06-2020;b;49000;d;Automatic;49900;306
12172;mercedes-benz;e 220;10-2020;d;44071;d;Automatic;41890;194
12173;mercedes-benz;cla 200;07-2020;d;81000;p;Manual;36000;150
12174;mercedes-benz;c 220;03-2020;d;77516;d;Automatic;39900;194
12175;mercedes-benz;e 220;09-2020;d;68000;d;Automatic;42800;194
12176;mercedes-benz;cla 180;06-2020;b;53392;d;Automatic;37000;136
12177;mercedes-benz;cla 200;11-2020;d;36744;d;Automatic;39400;150
12178;mercedes-benz;e 220;07-2020;d;66568;d;Automatic;45500;194
12179;mercedes-benz;c 220;02-2020;d;50366;d;Automatic;37900;194
12180;mercedes-benz;cla 200;08-2020;d;104000;d;Automatic;32000;150
12181;mercedes-benz;cla 200;01-2020;d;95000;p;Automatic;33800;150
12182;mercedes-benz;cla 200;11-2020;d;26000;p;Manual;34500;150
12183;mercedes-benz;c 200;04-2020;d;89000;p;Automatic;31000;160
12184;mercedes-benz;cla 220;01-2020;d;27600;d;Automatic;41500;190
12185;mercedes-benz;c 300;09-2020;3;66090;d;Automatic;37900;194
12186;mercedes-benz;c 200;01-2020;2;33348;d;Automatic;32500;184
12187;mercedes-benz;cla 200;07-2020;d;51059;d;Automatic;41400;150
12188;mercedes-benz;e 220;02-2020;d;90400;d;Automatic;43600;193
12189;mercedes-benz;e 300;03-2020;2;71716;d;Automatic;48400;193
12190;mercedes-benz;cla 180;09-2020;d;45000;d;Automatic;37300;116
12191;mercedes-benz;200;06-2020;d;195000;p;Automatic;18500;160
12192;mercedes-benz;cla 45 amg;03-2020;b;43000;p;Manual;52900;387
12193;mercedes-benz;cla 200;12-2020;d;25705;d;Automatic;36990;150
12194;mercedes-benz;cla 200;10-2020;b;24227;d;Automatic;35990;163
12195;mercedes-benz;cla 200;12-2020;d;25705;d;Automatic;36990;150
12196;mercedes-benz;cla 200;10-2020;b;24227;d;Automatic;35990;163
12197;mercedes-benz;gle 300;02-2020;d;18000;d;Automatic;71000;245
12198;mercedes-benz;cla 200;03-2020;d;58000;p;Automatic;33900;150
12199;mercedes-benz;c 220;07-2020;d;89000;d;Manual;32800;194
12200;mercedes-benz;cla 200;09-2020;d;37657;d;Automatic;33600;150
12201;mercedes-benz;cla 250;08-2020;2;35831;d;Automatic;46700;159
12202;mercedes-benz;cla 200;11-2020;d;65335;d;Automatic;38400;150
12203;mercedes-benz;cla 200;10-2020;d;85252;d;Automatic;39600;150
12204;mercedes-benz;cla 200;07-2020;d;42000;p;Automatic;38500;150
12205;mercedes-benz;e 300;03-2020;3;69200;d;Automatic;47500;306
12206;mercedes-benz;e 220;11-2020;d;17900;d;Automatic;47900;194
12207;mercedes-benz;cla 200;02-2020;d;60000;d;Automatic;35800;150
12208;mercedes-benz;c 300;10-2020;3;74500;p;Manual;42500;194
12209;mercedes-benz;cla 180;10-2020;b;32000;d;Automatic;36900;136
12210;mercedes-benz;cla 220;03-2020;d;47095;d;Automatic;34900;190
12211;mercedes-benz;c 220;02-2020;d;47203;d;Automatic;36800;194
12212;mercedes-benz;a 35 amg;01-2020;b;24691;d;Automatic;49500;306
12213;mercedes-benz;300;11-2020;d;58000;d;Automatic;48500;245
12214;mercedes-benz;cla 45 amg;02-2020;b;50604;d;Automatic;56900;386
12215;mercedes-benz;cla 200;12-2020;d;18900;d;Automatic;40800;150
12216;mercedes-benz;cla 200;07-2020;d;144879;d;Automatic;33500;150
12217;mercedes-benz;c 220;11-2020;d;28500;d;Automatic;38990;194
12218;mercedes-benz;e 220;11-2020;d;58497;d;Manual;48000;194
12219;mercedes-benz;e 220;11-2020;d;58497;d;Manual;48000;194
12220;mercedes-benz;c 300;08-2020;o;68728;d;Manual;41200;194
12221;mercedes-benz;c 300;08-2020;o;68728;d;Manual;41200;194
12222;mercedes-benz;c 220;02-2020;d;68514;d;Automatic;37700;193
12223;mercedes-benz;cla 200;12-2020;d;26134;d;Automatic;37500;150
12224;mercedes-benz;c 220;10-2020;d;60739;d;Automatic;34100;193
12225;mercedes-benz;c 200;05-2020;d;106518;d;Automatic;28600;159
12226;mercedes-benz;cla 200;10-2020;d;64857;d;Automatic;37900;150
12227;mercedes-benz;cla 180;06-2020;d;164000;d;Automatic;24999;116
12228;mercedes-benz;c 220;08-2020;d;104017;d;Automatic;29900;194
12229;mercedes-benz;c 220;04-2020;d;49000;d;Automatic;35500;194
12230;mercedes-benz;cla 200;05-2020;b;63798;d;Automatic;37400;162
12231;mercedes-benz;cla 200;08-2020;d;84000;p;Automatic;37500;150
12232;mercedes-benz;c 220;09-2020;d;148000;d;Automatic;28900;194
12233;mercedes-benz;a 180;05-2020;b;41500;p;Automatic;29500;136
12234;mercedes-benz;cla 200;06-2020;d;66000;p;Automatic;39500;150
12235;mercedes-benz;c 220;02-2020;d;69543;d;Automatic;39900;194
12236;mercedes-benz;gls 350;10-2020;d;125000;d;Automatic;82500;286
12237;mercedes-benz;e 300;07-2020;3;73348;d;Automatic;47800;193
12238;mercedes-benz;cla 200;03-2020;d;37500;d;Automatic;38490;150
12239;mercedes-benz;cla 200;07-2020;d;42000;d;Automatic;35900;150
12240;mercedes-benz;cla 200;08-2020;d;41500;d;Automatic;31900;150
12241;mercedes-benz;cla 250;11-2020;2;29000;p;Manual;43000;160
12242;mercedes-benz;cla 200;05-2020;d;55240;d;Manual;34800;150
12243;mercedes-benz;e 300;03-2020;3;69300;d;Automatic;47500;306
12244;mercedes-benz;cla 200;01-2020;d;47000;p;Manual;34900;150
12245;mercedes-benz;c 220;09-2020;d;55000;p;Automatic;45000;194
12246;mercedes-benz;g;12-2020;d;70700;d;Automatic;135000;286
12247;mercedes-benz;cla 200;10-2020;b;19673;d;Manual;31900;163
12248;mercedes-benz;e 220;09-2020;d;14444;d;Automatic;38900;194
12249;mercedes-benz;e 200;05-2020;2;36000;d;Automatic;41500;197
12250;mercedes-benz;cla 180;10-2020;b;15949;d;Automatic;33690;136
12251;mercedes-benz;cla 180;10-2020;b;15949;d;Automatic;33690;136
12252;mercedes-benz;cla 200;08-2020;d;25012;d;Automatic;38500;150
12253;mercedes-benz;c 300;09-2020;3;27188;d;Automatic;37900;194
12254;mercedes-benz;cla 200;07-2020;d;51858;d;Automatic;31900;150
12255;mercedes-benz;c 200;06-2020;d;46965;d;Automatic;29900;160
12256;mercedes-benz;cla 200;08-2020;d;60000;d;Automatic;35190;150
12257;mercedes-benz;cla 200;08-2020;d;63092;d;Automatic;35900;150
12258;mercedes-benz;c 220;09-2020;d;120000;d;Automatic;31899;194
12259;mercedes-benz;cla 200;11-2020;b;29900;d;Manual;35500;163
12260;mercedes-benz;cla 200;11-2020;b;26112;d;Automatic;36990;163
12261;mercedes-benz;cla 200;11-2020;b;26112;d;Automatic;36990;163
12262;mercedes-benz;c 300;09-2020;3;40000;d;Automatic;36900;194
12263;mercedes-benz;cla 200;10-2020;d;90000;d;Automatic;31900;150
12264;mercedes-benz;glc 300;02-2020;d;82000;d;Automatic;54900;245
12265;mercedes-benz;glc 200;02-2020;d;85575;d;Automatic;48100;163
12266;mercedes-benz;gle 350;02-2020;d;75000;d;Automatic;71999;272
12267;mercedes-benz;glc 200;01-2020;d;122381;d;Automatic;38990;163
12268;mercedes-benz;glc 220;02-2020;d;22072;d;Automatic;51400;193
12269;mercedes-benz;glc 220;08-2020;d;75191;d;Automatic;53900;194
12270;mercedes-benz;glb 200;05-2020;d;63192;d;Manual;40800;150
12271;mercedes-benz;glb 200;05-2020;d;63192;d;Manual;40800;150
12272;mercedes-benz;gla 200;10-2020;d;59276;d;Automatic;39490;150
12273;mercedes-benz;glc 300;12-2020;3;70602;d;Automatic;57990;194
12274;mercedes-benz;glb 200;12-2020;d;51514;d;Automatic;44990;150
12275;mercedes-benz;glb 180;11-2020;d;19277;d;Automatic;39200;116
12276;mercedes-benz;glc 220;07-2020;d;42342;d;Automatic;44400;193
12277;mercedes-benz;gle 350;11-2020;d;20753;d;Automatic;82900;272
12278;mercedes-benz;gle 300;01-2020;d;45073;d;Automatic;71900;245
12279;mercedes-benz;gla 200;07-2020;b;87677;d;Manual;35900;163
12280;mercedes-benz;glb 200;06-2020;d;46493;d;Automatic;42500;150
12281;mercedes-benz;gle 300;05-2020;d;45000;d;Automatic;70000;245
12282;mercedes-benz;eqc 400;12-2020;e;32092;d;Automatic;54900;197
12283;mercedes-benz;gla 200;08-2020;d;42930;d;Automatic;42500;150
12284;mercedes-benz;cla 200;10-2020;d;52158;d;Automatic;34900;150
12285;mercedes-benz;cla 200;05-2020;d;120000;d;Automatic;37999;150
12286;mercedes-benz;350;12-2020;d;26000;d;Automatic;95000;272
12287;mercedes-benz;e 220;06-2020;d;92992;d;Automatic;41900;194
12288;mercedes-benz;cla 200;02-2020;d;138446;d;Automatic;29900;150
12289;mercedes-benz;cla 200;08-2020;b;32400;d;Automatic;36990;163
12290;mercedes-benz;cla 200;09-2020;d;45846;d;Automatic;29990;150
12291;mercedes-benz;c 300;07-2020;3;71000;d;Automatic;39800;194
12292;mercedes-benz;cla 200;03-2020;d;53037;d;Automatic;33990;150
12293;mercedes-benz;cla 200;12-2020;d;18000;d;Manual;37950;150
12294;mercedes-benz;cla 200;11-2020;b;24000;d;Automatic;35500;163
12295;mercedes-benz;c 220;06-2020;d;120551;d;Automatic;33700;194
12296;mercedes-benz;c 200;11-2020;d;19000;d;Automatic;34950;160
12297;mercedes-benz;cla 200;01-2020;d;44000;d;Automatic;36500;150
12298;mercedes-benz;e 220;03-2020;d;71741;d;Automatic;41800;194
12299;mercedes-benz;cla 250;11-2020;2;39500;d;Automatic;44900;160
12300;mercedes-benz;e 220;09-2020;d;42869;d;Automatic;43900;194
12301;mercedes-benz;cla 200;05-2020;b;27000;p;Automatic;38000;163
12302;mercedes-benz;e 200;11-2020;d;36900;d;Automatic;38900;160
12303;mercedes-benz;cla 200;09-2020;d;26741;d;Automatic;37900;150
12304;mercedes-benz;glc 300;01-2020;d;28677;d;Automatic;54900;245
12305;mercedes-benz;glb 200;05-2020;d;135938;d;Automatic;34800;150
12306;mercedes-benz;glc 200;07-2020;2;67000;d;Automatic;43900;197
12307;mercedes-benz;gle 350;10-2020;d;25000;p;Automatic;81000;272
12308;mercedes-benz;gla 200;07-2020;d;75405;d;Automatic;41500;150
12309;mercedes-benz;g 350;08-2020;d;34000;d;Automatic;142000;286
12310;mercedes-benz;glb 200;11-2020;d;83097;d;Automatic;39500;150
12311;mercedes-benz;gla 200;11-2020;d;16052;d;Automatic;42900;150
12312;mercedes-benz;gla 200;07-2020;d;50000;d;Automatic;43590;150
12313;mercedes-benz;gle 300;05-2020;d;77142;d;Automatic;59400;245
12314;mercedes-benz;gle 350;06-2020;d;17000;d;Automatic;73900;272
12315;mercedes-benz;glc 300;07-2020;d;89426;d;Automatic;47500;245
12316;mercedes-benz;glc 220;07-2020;d;40000;d;Automatic;52400;193
12317;mercedes-benz;glc 220;02-2020;d;74594;d;Automatic;50700;193
12318;mercedes-benz;glc 220;06-2020;d;70353;d;Automatic;46400;193
12319;mercedes-benz;gle 350;06-2020;3;32603;d;Automatic;74900;194
12320;mercedes-benz;glc 43 amg;07-2020;b;23962;d;Automatic;55900;367
12321;mercedes-benz;gle 350;06-2020;3;32603;d;Automatic;74900;194
12322;mercedes-benz;glc 43 amg;07-2020;b;23962;d;Automatic;55900;367
12323;mercedes-benz;gla 200;09-2020;b;15000;d;Automatic;45900;163
12324;mercedes-benz;c 220;07-2020;d;39999;d;Automatic;36400;194
12325;mercedes-benz;cla 200;09-2020;d;47000;d;Automatic;37999;150
12326;mercedes-benz;c 300;11-2020;3;94633;d;Automatic;38400;194
12327;mercedes-benz;cla 200;12-2020;d;15864;d;Automatic;42800;150
12328;mercedes-benz;cla 200;07-2020;d;85600;d;Automatic;30890;150
12329;mercedes-benz;e 200;11-2020;d;42707;d;Automatic;36900;160
12330;mercedes-benz;c 220;12-2020;d;86281;d;Automatic;30900;194
12331;mercedes-benz;cla 200;05-2020;d;64535;d;Automatic;34980;150
12332;mercedes-benz;cla 200;02-2020;d;19062;d;Automatic;39900;150
12333;mercedes-benz;cla 200;09-2020;d;56000;p;Manual;38500;150
12334;mercedes-benz;c 200;07-2020;d;69800;d;Automatic;33400;160
12335;mercedes-benz;cla 200;08-2020;d;122931;d;Automatic;34300;150
12336;mercedes-benz;cla 35 amg;06-2020;b;66184;d;Automatic;54500;306
12337;mercedes-benz;c 180;09-2020;b;25741;d;Manual;34900;156
12338;mercedes-benz;cla 200;12-2020;d;49305;d;Automatic;34700;150
12339;mercedes-benz;cla 200;10-2020;d;30800;d;Automatic;35950;150
12340;mercedes-benz;cla 200;08-2020;d;89395;d;Automatic;37600;150
12341;mercedes-benz;cla 200;07-2020;d;40180;d;Automatic;34990;150
12342;mercedes-benz;cla 180;10-2020;d;85000;p;Automatic;35499;116
12343;mercedes-benz;cla 200;10-2020;d;60000;p;Manual;37500;150
12344;mercedes-benz;glc 300;02-2020;d;65360;d;Automatic;51300;245
12345;mercedes-benz;glc 300;07-2020;d;46382;d;Automatic;55400;245
12346;mercedes-benz;gla 220;10-2020;d;36000;p;Automatic;42500;190
12347;mercedes-benz;glb 200;05-2020;d;23000;d;Automatic;46500;150
12348;mercedes-benz;gla 200;07-2020;b;70000;d;Automatic;29500;156
12349;mercedes-benz;glc 43 amg;09-2020;b;5220;d;Automatic;67900;390
12350;mercedes-benz;glb 180;11-2020;d;28290;p;Manual;46990;116
12351;mercedes-benz;glc 220;01-2020;d;66085;d;Automatic;46800;194
12352;mercedes-benz;glc 220;11-2020;d;45164;d;Automatic;45900;194
12353;mercedes-benz;gla 200;07-2020;d;35000;d;Automatic;40000;150
12354;mercedes-benz;gla 200;11-2020;b;16476;d;Automatic;40500;163
12355;mercedes-benz;glc 300;09-2020;d;18066;d;Automatic;58900;245
12356;mercedes-benz;glc 300;05-2020;d;66738;d;Automatic;48900;245
12357;mercedes-benz;glc 300;05-2020;d;61147;d;Automatic;52900;245
12358;mercedes-benz;gle 53 amg;06-2020;2;93549;d;Manual;85400;435
12359;mercedes-benz;gla 200;11-2020;d;71218;d;Automatic;39900;150
12360;mercedes-benz;glc 300;08-2020;d;114598;d;Automatic;54900;245
12361;mercedes-benz;gla 200;09-2020;d;15000;d;Automatic;40910;150
12362;mercedes-benz;gla 200;11-2020;d;121124;p;Automatic;38000;150
12363;mercedes-benz;gle 400;12-2020;d;124914;d;Automatic;76900;330
12364;mercedes-benz;cla 200;02-2020;d;71859;d;Automatic;39700;150
12365;mercedes-benz;cla 200;07-2020;d;30337;d;Automatic;43900;150
12366;mercedes-benz;cla 200;09-2020;d;35700;d;Automatic;37700;150
12367;mercedes-benz;e 300;11-2020;3;23900;d;Automatic;52000;193
12368;mercedes-benz;c 220;02-2020;d;103848;d;Automatic;35300;193
12369;mercedes-benz;e 300;11-2020;3;43000;d;Automatic;53000;193
12370;mercedes-benz;e 300;11-2020;3;44500;d;Automatic;43700;193
12371;mercedes-benz;e 300;11-2020;3;43620;d;Automatic;51400;193
12372;mercedes-benz;cla 200;07-2020;d;9824;d;Automatic;43990;150
12373;mercedes-benz;c 200;11-2020;d;13515;d;Manual;30900;160
12374;mercedes-benz;cla 180;07-2020;b;51427;d;Manual;29900;136
12375;mercedes-benz;e 220;03-2020;d;52000;p;Manual;40000;194
12376;mercedes-benz;c 200;02-2020;2;61299;d;Automatic;33400;184
12377;mercedes-benz;cla 200;01-2020;d;62019;d;Automatic;37000;150
12378;mercedes-benz;cla 35 amg;02-2020;b;70000;p;Automatic;46900;306
12379;mercedes-benz;cla 180;02-2020;b;32700;d;Automatic;33800;136
12380;mercedes-benz;cla 200;07-2020;d;46106;d;Automatic;34500;150
12381;mercedes-benz;cla 200;10-2020;d;44105;d;Automatic;34000;150
12382;mercedes-benz;cla 200;06-2020;d;60000;d;Automatic;36000;150
12383;mercedes-benz;c 220;07-2020;d;70000;p;Automatic;36000;194
12384;mercedes-benz;c 220;05-2020;d;87762;d;Automatic;33990;194
12385;mercedes-benz;c 200;10-2020;d;37100;d;Automatic;30900;160
12386;mercedes-benz;e 300;12-2020;3;171500;p;Manual;42000;194
12387;mercedes-benz;e 220;09-2020;d;36000;p;Automatic;45900;194
12388;mercedes-benz;cla 200;01-2020;b;23000;d;Automatic;38500;163
12389;mercedes-benz;e 300;11-2020;3;33957;d;Automatic;58490;194
12390;mercedes-benz;a 250;12-2020;2;26000;p;Manual;45000;160
12391;mercedes-benz;cla 220;12-2020;d;32000;p;Manual;45500;190
12392;mercedes-benz;e 220;08-2020;d;26500;d;Automatic;52950;194
12393;mercedes-benz;cla 200;04-2020;d;120000;p;Automatic;39000;150
12394;mercedes-benz;cla 200;01-2020;d;35000;p;Automatic;35000;150
12395;mercedes-benz;cla 180;02-2020;d;56498;d;Automatic;37500;116
12396;mercedes-benz;c 300;09-2020;3;33300;p;Manual;38900;194
12397;mercedes-benz;c 300;09-2020;3;41000;p;Automatic;44500;194
12398;mercedes-benz;cla 200;05-2020;d;90250;d;Automatic;31400;150
12399;mercedes-benz;e 220;06-2020;d;48000;d;Automatic;42000;194
12400;mercedes-benz;cla 200;05-2020;d;148203;d;Automatic;28900;150
12401;mercedes-benz;c 200;10-2020;d;84130;d;Automatic;28900;160
12402;mercedes-benz;cla 200;03-2020;d;48108;d;Automatic;34900;150
12403;mercedes-benz;cla 200;02-2020;d;49900;d;Automatic;39500;150
12404;mercedes-benz;glc 220;03-2020;d;25000;d;Automatic;58900;194
12405;mercedes-benz;gla 200;09-2020;d;12500;d;Automatic;42300;15
12406;mercedes-benz;a 200;07-2020;b;33000;p;Automatic;32000;163
12407;mercedes-benz;gle 350;06-2020;d;16500;d;Automatic;80900;272
12408;mercedes-benz;gla 220;08-2020;d;8000;d;Automatic;46900;190
12409;mercedes-benz;e 400;12-2020;d;75542;d;Manual;53000;340
12410;mercedes-benz;e 400;12-2020;d;75542;d;Manual;53000;340
12411;mercedes-benz;e 450;07-2020;b;36817;d;Manual;49800;367
12412;mercedes-benz;e 450;07-2020;b;36817;d;Manual;49800;367
12413;mercedes-benz;amg gt;01-2020;b;61249;d;Manual;127000;639
12414;mercedes-benz;amg gt;01-2020;b;61249;d;Manual;127000;639
12415;mercedes-benz;cla 200;01-2020;d;59000;p;Manual;43400;150
12416;mercedes-benz;cls 300;07-2020;d;37498;d;Automatic;65500;245
12417;mercedes-benz;cla 180;09-2020;d;39249;d;Automatic;34900;116
12418;mercedes-benz;c 200;01-2020;2;34000;p;Manual;39000;184
12419;mercedes-benz;cla 200;05-2020;b;19700;d;Automatic;35900;163
12420;mercedes-benz;cla 180;03-2020;b;21000;d;Automatic;34900;136
12421;mercedes-benz;gle 350;08-2020;d;69000;d;Manual;79900;272
12422;mercedes-benz;cls 350;11-2020;d;36725;d;Automatic;66800;286
12423;mercedes-benz;e 53 amg;07-2020;2;94000;d;Automatic;53900;435
12424;mercedes-benz;glc 63 amg;06-2020;b;71881;d;Automatic;68900;510
12425;mercedes-benz;c 220;07-2020;d;80648;d;Automatic;42500;/ym
12426;mercedes-benz;gle 400;07-2020;d;29182;d;Automatic;85900;330
12427;mercedes-benz;glc 220;01-2020;d;37500;p;Manual;62700;194
12428;mercedes-benz;cls 350;08-2020;d;86789;d;Automatic;49550;286
12429;mercedes-benz;e 200;01-2020;d;68000;d;Automatic;39990;160
12430;mercedes-benz;cla 180;08-2020;b;10500;d;Manual;35500;136
12431;mercedes-benz;c 200;10-2020;d;30859;d;Automatic;36900;160
12432;mercedes-benz;e 300;12-2020;3;177010;p;Manual;36900;194
12433;mercedes-benz;cla 200;07-2020;b;24000;d;Automatic;38900;163
12434;mercedes-benz;cla 200;01-2020;b;18000;d;Automatic;38900;150
12435;mercedes-benz;cla 200;09-2020;d;34000;d;Automatic;37490;150
12436;mercedes-benz;cla 180;02-2020;b;18000;d;Automatic;31290;136
12437;mercedes-benz;cla 220;04-2020;b;8600;d;Automatic;42900;190
12438;mercedes-benz;cla 200;03-2020;d;11000;d;Manual;39900;150
12439;mercedes-benz;e 220;11-2020;d;12400;d;Automatic;51800;194
12440;mercedes-benz;c 43 amg;02-2020;b;29200;d;Automatic;50500;390
12441;mercedes-benz;cla 200;02-2020;d;18100;d;Automatic;42950;150
12442;mercedes-benz;c 220;02-2020;d;57491;d;Automatic;35990;194
12443;mercedes-benz;cla 200;12-2020;d;59550;d;Automatic;35900;150
12444;mercedes-benz;cla 180;07-2020;d;24000;p;Automatic;34900;116
12445;mercedes-benz;c 200;06-2020;d;17500;p;Automatic;32000;160
12446;mercedes-benz;citan;01-2020;d;13678;p;Manual;19600;116
12447;mercedes-benz;cla 180;02-2020;d;59000;p;Manual;36000;116
12448;mercedes-benz;c 180;08-2020;d;62113;d;Automatic;27900;122
12449;mercedes-benz;c 220;05-2020;d;92000;d;Automatic;34900;194
12450;mercedes-benz;220;02-2020;d;39186;d;Automatic;40000;194
12451;mercedes-benz;cla 220;09-2020;d;41816;d;Automatic;35900;190
12452;mercedes-benz;e 220;11-2020;d;19500;d;Automatic;51950;194
12453;mercedes-benz;cla 45 amg;11-2020;b;14990;d;Automatic;75950;421
12454;mercedes-benz;e 350;01-2020;d;49830;d;Automatic;49950;286
12455;mercedes-benz;cla 200;10-2020;d;15546;d;Automatic;39900;150
12456;mercedes-benz;cla 200;11-2020;b;23000;d;Automatic;34700;163
12457;mercedes-benz;c 300;10-2020;2;16977;d;Automatic;43900;194
12458;mercedes-benz;c 63 amg;02-2020;b;99500;d;Automatic;80000;510
12459;mercedes-benz;gle 350;11-2020;2;3100;d;Automatic;93050;211
12460;mercedes-benz;c 200;01-2020;d;28745;d;Automatic;35500;160
12461;mercedes-benz;e 400;02-2020;d;54000;d;Automatic;61900;340
12462;mercedes-benz;a 250;12-2020;2;33000;d;Automatic;34900;160
12463;mercedes-benz;a 180;02-2020;d;48600;d;Automatic;27400;116
12464;mercedes-benz;e 220;10-2020;d;62965;d;Automatic;44900;194
12465;mercedes-benz;a 180;09-2020;d;57500;p;Automatic;31000;116
12466;mercedes-benz;a 180;02-2020;d;89950;d;Automatic;26900;116
12467;mercedes-benz;a 180;09-2020;d;14000;d;Automatic;28499;116
12468;mercedes-benz;a 250;12-2020;2;28000;p;Manual;37500;160
12469;mercedes-benz;a 180;08-2020;d;22426;p;Manual;35000;116
12470;mercedes-benz;a 200;09-2020;b;70000;p;Automatic;33500;163
12471;mercedes-benz;a 180;08-2020;b;31000;p;Automatic;32000;136
12472;mercedes-benz;a 180;09-2020;d;45000;p;Manual;32000;116
12473;mercedes-benz;a 180;09-2020;d;45000;p;Manual;32000;116
12474;mercedes-benz;a 180;09-2020;d;45000;p;Manual;32000;116
12475;mercedes-benz;a 200;04-2020;d;62000;p;Manual;34000;150
12476;mercedes-benz;a 45 amg;03-2020;b;56000;p;Manual;62000;421
12477;mercedes-benz;a 35 amg;09-2020;b;35000;p;Manual;50900;306
12478;mercedes-benz;a 35 amg;12-2020;b;23000;p;Manual;50000;306
12479;mercedes-benz;a 180;07-2020;d;65553;d;Automatic;28900;116
12480;mercedes-benz;a 200;12-2020;d;18300;d;Automatic;34490;150
12481;mercedes-benz;a 250;12-2020;2;35000;d;Automatic;35414;160
12482;mercedes-benz;cla 180;10-2020;d;53000;d;Automatic;33900;116
12483;mercedes-benz;a 180;03-2020;d;58000;d;Automatic;30900;116
12484;mercedes-benz;a 180;11-2020;d;49246;d;Automatic;30062; 11
12485;mercedes-benz;a 180;03-2020;d;58000;d;Automatic;30900;116
12486;mercedes-benz;a 250;12-2020;2;35000;d;Automatic;35414;160
12487;mercedes-benz;a 250;12-2020;2;35000;d;Automatic;35414;160
